guideId,outletId,originType,originId,transportationType,title,estimatedDuration,estimatedCost,recommended,steps,updatedAt
berlin-city-center-to-designer-outlet-berlin,designer-outlet-berlin,city_center,berlin-city-center,shuttle,Berlin city center to Designer Outlet Berlin by free shuttle,30 min,Free,true,"[{""order"":1,""description"":""Use the official Designer Outlet Berlin directions page before departure.""},{""order"":2,""description"":""On Fridays, Saturdays and event days, board the free shuttle at Kurfürstendamm 225/Hard Rock Café at the listed time.""},{""order"":3,""description"":""Ride the non-stop shuttle to Designer Outlet Berlin; the official page states the journey is 30 minutes.""},{""order"":4,""description"":""Check the same official shuttle section for the return time to Berlin before you start shopping.""}]",2026-07-01
berlin-city-center-to-designer-outlet-berlin-train,designer-outlet-berlin,city_center,berlin-city-center,train,Berlin city center to Designer Outlet Berlin by train and shuttle,≈45-70 min (estimated),≈€4-8 (estimated),false,"[{""order"":1,""description"":""Use the official VBB/DB journey planner from central Berlin to Wustermark station.""},{""order"":2,""description"":""At Wustermark station, use the outlet-confirmed free shuttle/local transfer or continue by taxi if the shuttle is not running.""},{""order"":3,""description"":""Allow extra time on Sundays or event days because shuttle times can differ.""},{""order"":4,""description"":""For the return, confirm both the Wustermark connection and the final Berlin train before leaving the outlet.""}]",2026-07-01
berlin-airport-to-designer-outlet-berlin,designer-outlet-berlin,airport,berlin-airport,train,Berlin Brandenburg Airport to Designer Outlet Berlin,≈1 hr 30 min-2 hr 10 min (estimated),≈€5-12 (estimated),false,"[{""order"":1,""description"":""Use the official VBB/DB planner from BER Airport to Wustermark station or Designer Outlet Berlin.""},{""order"":2,""description"":""Change in Berlin as instructed by the planner, then continue toward Wustermark.""},{""order"":3,""description"":""From Wustermark, use the outlet shuttle/local connection or taxi to the centre.""},{""order"":4,""description"":""Check the return route before shopping to protect airport check-in time.""}]",2026-07-01
wustermark-station-to-designer-outlet-berlin,designer-outlet-berlin,station,wustermark-station,shuttle,Wustermark station to Designer Outlet Berlin,≈10-15 min (estimated),Free if outlet shuttle operates; taxi ≈€12-20 (estimated),false,"[{""order"":1,""description"":""Arrive at Wustermark station and check the outlet directions page or station notices for the free shuttle connection.""},{""order"":2,""description"":""Board only the current outlet-confirmed shuttle or use a local taxi if no shuttle is available.""},{""order"":3,""description"":""Keep the return shuttle time available before entering the shops.""},{""order"":4,""description"":""If returning late, check the VBB/DB train departure from Wustermark first.""}]",2026-07-01
designer-outlet-berlin-by-car,designer-outlet-berlin,city_center,berlin-city-center,taxi,Driving to Designer Outlet Berlin,30 min from downtown Berlin (official),Parking free (official),false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Berlin, Alter Spandauer Weg 1, 14641 Wustermark.""},{""order"":2,""description"":""Follow the B5 toward Wustermark; the official directions page states the outlet is directly on the B5 and about 30 minutes from downtown Berlin.""},{""order"":3,""description"":""Use the visitor parking in front of the entrance; the official page lists 3,000 free spaces, disabled parking and 10 EV charging stations.""},{""order"":4,""description"":""For the return, check live B5 and Berlin traffic before leaving.""}]",2026-07-01
hamburg-city-center-to-designer-outlet-neumunster,designer-outlet-neumunster,city_center,hamburg-city-center,train,Hamburg to Designer Outlet Neumünster via Neumünster Bahnhof,,"≈€12–25 total (estimated); check current DB, NAH.SH and Stadtwerke Neumünster fares",true,"[{""order"":1,""description"":""Travel from Hamburg Hbf to Neumünster Bahnhof using the current DB/NAH.SH connection.""},{""order"":2,""description"":""Transfer to Stadtwerke Neumünster bus 7 or 77.""},{""order"":3,""description"":""Alight at Designer Outlet Neumünster.""},{""order"":4,""description"":""Check both return connections before shopping.""}]",2026-07-01
hamburg-airport-to-designer-outlet-neumunster,designer-outlet-neumunster,airport,hamburg-airport,train,Hamburg Airport to Designer Outlet Neumünster,≈1 hr 20 min-1 hr 50 min (estimated),≈€12-25 (estimated),false,"[{""order"":1,""description"":""Use HVV/DB from Hamburg Airport to Hamburg Hbf, then a train to Neumünster.""},{""order"":2,""description"":""At Neumünster station, continue to Oderstraße 10 by local bus or taxi.""},{""order"":3,""description"":""Allow buffer time for the airport-to-Hbf transfer and confirm the date-specific train timetable.""},{""order"":4,""description"":""For the return, check the Hamburg Airport connection before leaving the centre.""}]",2026-07-01
neumunster-station-to-designer-outlet-neumunster,designer-outlet-neumunster,station,neumunster-station,bus,Neumünster Bahnhof to Designer Outlet Neumünster by Bus,,Check current Stadtwerke Neumünster fare,false,"[{""order"":1,""description"":""Arrive at Neumünster station and use the local operator journey planner for buses toward Oderstraße/Designer Outlet.""},{""order"":2,""description"":""If the next bus is not convenient, take a taxi for the short last-mile trip.""},{""order"":3,""description"":""Get off at the stop shown by the official local timetable for Designer Outlet Neumünster/Oderstraße.""},{""order"":4,""description"":""Check the return bus or taxi plan before shopping.""}]",2026-07-01
designer-outlet-neumunster-by-car,designer-outlet-neumunster,city_center,hamburg-city-center,taxi,Driving to Designer Outlet Neumünster,≈45-70 min (estimated),Confirm with outlet,false,"[{""order"":1,""description"":""Set navigation to Designer Outlet Neumünster, Oderstraße 10, 24539 Neumünster.""},{""order"":2,""description"":""Use the official McArthurGlen plan-your-visit page and route planner link before departure.""},{""order"":3,""description"":""The official page states the centre is 30 minutes from Hamburg north and Kiel; allow longer from central Hamburg and during A7 traffic.""},{""order"":4,""description"":""Follow on-site parking signs and confirm current parking conditions with the outlet before arrival.""}]",2026-07-01
hannover-city-center-to-designer-outlets-wolfsburg,designer-outlets-wolfsburg,city_center,hannover-city-center,train,Hannover to Designer Outlets Wolfsburg via Wolfsburg Hbf,,≈€15–30 (estimated); check current Deutsche Bahn fare,true,"[{""order"":1,""description"":""Use DB from Hannover Hbf to Wolfsburg Hauptbahnhof.""},{""order"":2,""description"":""On arrival, walk from Wolfsburg Hauptbahnhof; the official outlet access page states the station is only two minutes on foot from the outlets.""},{""order"":3,""description"":""The outlets are next to the central station and opposite Autostadt, so follow signs toward An der Vorburg.""},{""order"":4,""description"":""For return, check DB departures from Wolfsburg Hbf before leaving the centre.""}]",2026-07-01
hannover-airport-to-designer-outlets-wolfsburg,designer-outlets-wolfsburg,airport,hannover-airport,train,Hannover Airport to Designer Outlets Wolfsburg,≈1 hr 15 min-1 hr 45 min (estimated),≈€18-35 (estimated),false,"[{""order"":1,""description"":""Use GVH/DB from Hannover Airport to Hannover Hbf, then DB to Wolfsburg Hbf.""},{""order"":2,""description"":""Walk about two minutes from Wolfsburg Hbf to Designer Outlets Wolfsburg.""},{""order"":3,""description"":""Confirm airport return connections before shopping because the airport leg requires a transfer in Hannover.""},{""order"":4,""description"":""Allow extra time for evening flights.""}]",2026-07-01
wolfsburg-hbf-to-designer-outlets-wolfsburg,designer-outlets-wolfsburg,station,wolfsburg-hbf,walking,Wolfsburg Hauptbahnhof to Designer Outlets Wolfsburg,2 min,Free,false,"[{""order"":1,""description"":""Exit Wolfsburg Hauptbahnhof toward the city centre/Autostadt side.""},{""order"":2,""description"":""Walk to Designer Outlets Wolfsburg at An der Vorburg 1; the official access page says the main station is only two minutes away on foot.""},{""order"":3,""description"":""For local buses, the official page says all public buses serve Wolfsburg central bus station only a few metres from the centre toward Porschestraße.""},{""order"":4,""description"":""For the return, use Wolfsburg Hbf or the central bus station and check live departures.""}]",2026-07-01
designer-outlets-wolfsburg-by-car,designer-outlets-wolfsburg,city_center,hannover-city-center,taxi,Driving to Designer Outlets Wolfsburg,≈60-85 min (estimated),Parking from €1 first 2 hr; then from €0.50/hr (official),false,"[{""order"":1,""description"":""Set navigation to Designer Outlets Wolfsburg, An der Vorburg 1, 38440 Wolfsburg, or the official coordinates 52.4284, 10.7956.""},{""order"":2,""description"":""From the A39, take the Wolfsburg Zentrum exit and follow signs for Designer Outlets.""},{""order"":3,""description"":""Use the on-site paid parking; the official access page lists about 1,000 spaces and a 1.90 m height limit for the tunnel/underground garages.""},{""order"":4,""description"":""The first 20 minutes are free; 0-120 minutes cost €1.00, with higher hourly charges after that.""}]",2026-07-01
cologne-city-center-to-city-outlet-bad-munstereifel,city-outlet-bad-munstereifel,city_center,cologne-city-center,train,Cologne to City Outlet Bad Münstereifel via Euskirchen,,≈€10–20 total (estimated); check current DB or VRS fare,true,"[{""order"":1,""description"":""Check the RB24 departure from Köln Hbf to Euskirchen.""},{""order"":2,""description"":""Take RB24 to Euskirchen.""},{""order"":3,""description"":""Change to S23.""},{""order"":4,""description"":""Get off at Bad Münstereifel and use the official 150-metre pedestrian connection.""},{""order"":5,""description"":""Check the return S23 and RB24 connection before shopping.""}]",2026-07-01
